UF,Cod,Date,indGeneral,O1,O2,O3,O4,C1,C2
AC,12,11-Mar-2020 00:00:00,0,0,0,0,0,0,0
AC,12,12-Mar-2020 00:00:00,0,0,0,0,0,0,0
AC,12,13-Mar-2020 00:00:00,0,0,0,0,0,0,0
AC,12,14-Mar-2020 00:00:00,0,0,0,0,0,0,0
AC,12,15-Mar-2020 00:00:00,0,0,0,0,0,0,0
AC,12,16-Mar-2020 00:00:00,29.1666666666667,0.5,0,1,0,0,0.25
AC,12,17-Mar-2020 00:00:00,29.1666666666667,0.5,0,1,0,0,0.25
AC,12,18-Mar-2020 00:00:00,45.8333333333333,0.5,1,1,0,0,0.25
AC,12,19-Mar-2020 00:00:00,45.8333333333333,0.5,1,1,0,0,0.25
AC,12,20-Mar-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,21-Mar-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,22-Mar-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,23-Mar-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,24-Mar-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,25-Mar-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,26-Mar-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,27-Mar-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,28-Mar-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,29-Mar-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,30-Mar-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,31-Mar-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,01-Apr-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,02-Apr-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,03-Apr-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,04-Apr-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,05-Apr-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,06-Apr-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,07-Apr-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,08-Apr-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,09-Apr-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,10-Apr-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,11-Apr-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,12-Apr-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,13-Apr-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,14-Apr-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,15-Apr-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,16-Apr-2020 00:00:00,62.5,0.5,1,1,0,1,0.25
AC,12,17-Apr-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,18-Apr-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,19-Apr-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,20-Apr-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,21-Apr-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,22-Apr-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,23-Apr-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,24-Apr-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,25-Apr-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,26-Apr-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,27-Apr-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,28-Apr-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,29-Apr-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,30-Apr-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,01-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,02-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,03-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,04-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,05-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,06-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,07-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,08-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,09-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,10-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,11-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,12-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,13-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,14-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,15-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,16-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,17-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,18-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,19-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,20-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,21-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,22-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,23-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,24-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,25-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,26-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,27-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,28-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,29-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,30-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AC,12,31-May-2020 00:00:00,70.8333333333333,1,1,1,0,1,0.25
AL,27,11-Mar-2020 00:00:00,0,0,0,0,0,0,0
AL,27,12-Mar-2020 00:00:00,0,0,0,0,0,0,0
AL,27,13-Mar-2020 00:00:00,9.72222222222222,0.333333333333333,0,0.25,0,0,0
AL,27,14-Mar-2020 00:00:00,9.72222222222222,0.333333333333333,0,0.25,0,0,0
AL,27,15-Mar-2020 00:00:00,9.72222222222222,0.333333333333333,0,0.25,0,0,0
AL,27,16-Mar-2020 00:00:00,9.72222222222222,0.333333333333333,0,0.25,0,0,0
AL,27,17-Mar-2020 00:00:00,9.72222222222222,0.333333333333333,0,0.25,0,0,0
AL,27,18-Mar-2020 00:00:00,18.0555555555556,0.333333333333333,0,0.25,0,0.5,0
AL,27,19-Mar-2020 00:00:00,18.0555555555556,0.333333333333333,0,0.25,0,0.5,0
AL,27,20-Mar-2020 00:00:00,18.0555555555556,0.333333333333333,0,0.25,0,0.5,0
AL,27,21-Mar-2020 00:00:00,37.5,1,0,0.25,0,1,0
AL,27,22-Mar-2020 00:00:00,37.5,1,0,0.25,0,1,0
AL,27,23-Mar-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,24-Mar-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,25-Mar-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,26-Mar-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,27-Mar-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,28-Mar-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,29-Mar-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,30-Mar-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,31-Mar-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,01-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,02-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,03-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,04-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,05-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,06-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,07-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,08-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,09-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,10-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,11-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,12-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,13-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,14-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,15-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,16-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,17-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,18-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,19-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,20-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,21-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,22-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,23-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,24-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,25-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,26-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,27-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,28-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,29-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,30-Apr-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,01-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,02-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,03-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,04-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,05-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,06-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,07-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,08-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,09-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,10-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,11-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,12-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,13-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,14-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,15-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,16-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,17-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,18-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,19-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,20-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,21-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,22-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,23-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,24-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,25-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,26-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,27-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,28-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,29-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,30-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AL,27,31-May-2020 00:00:00,61.1111111111111,1,1,0.5,0,1,0.166666666666667
AM,13,11-Mar-2020 00:00:00,0,0,0,0,0,0,0
AM,13,12-Mar-2020 00:00:00,0,0,0,0,0,0,0
AM,13,13-Mar-2020 00:00:00,0,0,0,0,0,0,0
AM,13,14-Mar-2020 00:00:00,0,0,0,0,0,0,0
AM,13,15-Mar-2020 00:00:00,0,0,0,0,0,0,0
AM,13,16-Mar-2020 00:00:00,15.2777777777778,0.166666666666667,0.5,0.25,0,0,0
AM,13,17-Mar-2020 00:00:00,20.8333333333333,0.5,0.5,0.25,0,0,0
AM,13,18-Mar-2020 00:00:00,20.8333333333333,0.5,0.5,0.25,0,0,0
AM,13,19-Mar-2020 00:00:00,37.1031746031746,0.5,1,0.25,0,0.142857142857143,0.333333333333333
AM,13,20-Mar-2020 00:00:00,37.1031746031746,0.5,1,0.25,0,0.142857142857143,0.333333333333333
AM,13,21-Mar-2020 00:00:00,44.2460317460317,0.5,1,0.25,0,0.571428571428571,0.333333333333333
AM,13,22-Mar-2020 00:00:00,44.2460317460317,0.5,1,0.25,0,0.571428571428571,0.333333333333333
AM,13,23-Mar-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,24-Mar-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,25-Mar-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,26-Mar-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,27-Mar-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,28-Mar-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,29-Mar-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,30-Mar-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,31-Mar-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,01-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,02-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,03-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,04-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,05-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,06-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,07-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,08-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,09-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,10-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,11-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,12-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,13-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,14-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,15-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,16-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,17-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,18-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,19-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,20-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,21-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,22-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,23-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,24-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,25-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,26-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,27-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,28-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,29-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,30-Apr-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,01-May-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,02-May-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,03-May-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,04-May-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,05-May-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,06-May-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,07-May-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,08-May-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,09-May-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,10-May-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,11-May-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,12-May-2020 00:00:00,63.8888888888889,0.5,1,1,0,1,0.333333333333333
AM,13,13-May-2020 00:00:00,69.4444444444444,0.833333333333333,1,1,0,1,0.333333333333333
AM,13,14-May-2020 00:00:00,69.4444444444444,0.833333333333333,1,1,0,1,0.333333333333333
AM,13,15-May-2020 00:00:00,69.4444444444444,0.833333333333333,1,1,0,1,0.333333333333333
AM,13,16-May-2020 00:00:00,69.4444444444444,0.833333333333333,1,1,0,1,0.333333333333333
AM,13,17-May-2020 00:00:00,69.4444444444444,0.833333333333333,1,1,0,1,0.333333333333333
AM,13,18-May-2020 00:00:00,69.4444444444444,0.833333333333333,1,1,0,1,0.333333333333333
AM,13,19-May-2020 00:00:00,69.4444444444444,0.833333333333333,1,1,0,1,0.333333333333333
AM,13,20-May-2020 00:00:00,69.4444444444444,0.833333333333333,1,1,0,1,0.333333333333333
AM,13,21-May-2020 00:00:00,69.4444444444444,0.833333333333333,1,1,0,1,0.333333333333333
AM,13,22-May-2020 00:00:00,69.4444444444444,0.833333333333333,1,1,0,1,0.333333333333333
AM,13,23-May-2020 00:00:00,69.4444444444444,0.833333333333333,1,1,0,1,0.333333333333333
AM,13,24-May-2020 00:00:00,69.4444444444444,0.833333333333333,1,1,0,1,0.333333333333333
AM,13,25-May-2020 00:00:00,69.4444444444444,0.833333333333333,1,1,0,1,0.333333333333333
AM,13,26-May-2020 00:00:00,69.4444444444444,0.833333333333333,1,1,0,1,0.333333333333333
AM,13,27-May-2020 00:00:00,69.4444444444444,0.833333333333333,1,1,0,1,0.333333333333333
AM,13,28-May-2020 00:00:00,69.4444444444444,0.833333333333333,1,1,0,1,0.333333333333333
AM,13,29-May-2020 00:00:00,69.4444444444444,0.833333333333333,1,1,0,1,0.333333333333333
AM,13,30-May-2020 00:00:00,69.4444444444444,0.833333333333333,1,1,0,1,0.333333333333333
AM,13,31-May-2020 00:00:00,69.4444444444444,0.833333333333333,1,1,0,1,0.333333333333333
AP,16,11-Mar-2020 00:00:00,0,0,0,0,0,0,0
AP,16,12-Mar-2020 00:00:00,0,0,0,0,0,0,0
AP,16,13-Mar-2020 00:00:00,0,0,0,0,0,0,0
AP,16,14-Mar-2020 00:00:00,0,0,0,0,0,0,0
AP,16,15-Mar-2020 00:00:00,0,0,0,0,0,0,0
AP,16,16-Mar-2020 00:00:00,0,0,0,0,0,0,0
AP,16,17-Mar-2020 00:00:00,4.16666666666667,0,0,0.25,0,0,0
AP,16,18-Mar-2020 00:00:00,20.8333333333333,0,1,0.25,0,0,0
AP,16,19-Mar-2020 00:00:00,20.8333333333333,0,1,0.25,0,0,0
AP,16,20-Mar-2020 00:00:00,55.5555555555556,0.166666666666667,1,1,0,1,0.166666666666667
AP,16,21-Mar-2020 00:00:00,55.5555555555556,0.166666666666667,1,1,0,1,0.166666666666667
AP,16,22-Mar-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,23-Mar-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,24-Mar-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,25-Mar-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,26-Mar-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,27-Mar-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,28-Mar-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,29-Mar-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,30-Mar-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,31-Mar-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,01-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,02-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,03-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,04-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,05-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,06-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,07-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,08-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,09-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,10-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,11-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,12-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,13-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,14-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,15-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,16-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,17-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,18-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,19-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,20-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,21-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,22-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,23-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,24-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,25-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,26-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,27-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,28-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,29-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,30-Apr-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,01-May-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,02-May-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,03-May-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,04-May-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,05-May-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,06-May-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,07-May-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,08-May-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,09-May-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,10-May-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,11-May-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
AP,16,12-May-2020 00:00:00,61.1111111111111,0.166666666666667,1,1,0,1,0.5
